"Date","Page title","Sessions","Total users","Average session length (sec)","Bounce rate"
"2025-01-21","Devenir franchisé Comptoir Mamie Bigoude","31","30","40,71","0,26"
"2025-01-21","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","2","2","29,5","0"
"2025-01-21","Mamie Bigoude Restaurant Formulas Map","1","1","15","0"
"2025-01-21","Restaurant Breton Mamie Bigoude Blois","8","7","60,13","0,13"
"2025-01-21","Restaurant Breton Mamie Bigoude Bourges","61","48","22,15","0,41"
"2025-01-21","Restaurant Breton Mamie Bigoude Orléans","8","8","33,38","0,13"
"2025-01-21","Restaurant Breton Mamie Bigoude Poitiers","50","47","16,42","0,2"
"2025-01-21","Restaurant Breton Mamie Bigoude Tours","16","16","52,06","0,19"
"2025-01-21","Univers Comptoir Mamie Bigoude","38","36","25,97","0,05"
"2025-01-22","Carte Formules restaurant Mamie Bigoude","103","100","29,05","0,04"
"2025-01-22","Carte Galettes restaurant Mamie Bigoude","156","147","46,41","0,07"
"2025-01-22","Carte Salades restaurant Mamie Bigoude","48","47","21,31","0,02"
"2025-01-22","Carte crêpes restaurant Mamie Bigoude","74","72","39,51","0,03"
"2025-01-22","Cocktails","1","1","7","0"
"2025-01-22","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","288","270","22,5","0,24"
"2025-01-22","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","3","3","9,67","0,33"
"2025-01-22","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","1","1","7","0"
"2025-01-22","Devenir franchisé Comptoir Mamie Bigoude","31","31","21,39","0,45"
"2025-01-22","Restaurant Breton Mamie Bigoude Blois","11","10","20,27","0,09"
"2025-01-22","Restaurant Breton Mamie Bigoude Bourges","53","46","22,09","0,28"
"2025-01-22","Restaurant Breton Mamie Bigoude Orléans","13","13","27,85","0,08"
"2025-01-22","Restaurant Breton Mamie Bigoude Poitiers","62","57","22,55","0,1"
"2025-01-22","Restaurant Breton Mamie Bigoude Tours","16","13","34,19","0,19"
"2025-01-22","Univers Comptoir Mamie Bigoude","49","47","24,22","0,06"
"2025-01-23","Carte Formules restaurant Mamie Bigoude","128","116","28,09","0,08"
"2025-01-23","Carte Galettes restaurant Mamie Bigoude","212","199","47,79","0,05"
"2025-01-23","Carte Salades restaurant Mamie Bigoude","60","59","20,65","0,03"
"2025-01-23","Carte crêpes restaurant Mamie Bigoude","106","96","33,01","0,08"
"2025-01-23","Comptoir Mamie Bigoude - Créperie in Amboise, Touren, Orléans, Blois","1","1","21","0"
"2025-01-23","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","343","322","24,46","0,18"
"2025-01-23","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","3","3","47,33","0"
"2025-01-23","Devenir franchisé Comptoir Mamie Bigoude","35","35","38,06","0,29"
"2025-01-23","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","1","1","19","0"
"2025-01-23","Monaco 50CL","1","1","2","1"
"2025-01-23","Restaurant Breton Mamie Bigoude Blois","10","9","9,9","0"
"2025-01-23","Restaurant Breton Mamie Bigoude Bourges","58","52","22,31","0,28"
"2025-01-23","Restaurant Breton Mamie Bigoude Orléans","9","8","38","0"
"2025-01-23","Restaurant Breton Mamie Bigoude Poitiers","71","65","19,8","0,13"
"2025-01-23","Restaurant Breton Mamie Bigoude Tours","23","21","29,96","0,17"
"2025-01-23","Univers Comptoir Mamie Bigoude","59","59","28,53","0,05"
"2025-01-24","Carte Formules restaurant Mamie Bigoude","131","122","33,41","0,06"
"2025-01-24","Carte Galettes restaurant Mamie Bigoude","229","208","48,32","0,07"
"2025-01-24","Carte Salades restaurant Mamie Bigoude","63","60","23,11","0,03"
"2025-01-24","Carte crêpes restaurant Mamie Bigoude","113","104","40,42","0,07"
"2025-01-24","Comptoir Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","1","1","5","0"
"2025-01-24","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","407","361","26,6","0,22"
"2025-01-24","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","4","3","5,5","0,25"
"2025-01-24","Comptoir Universe Mamie Bigoude","1","1","2","0"
"2025-01-24","Devenir franchisé Comptoir Mamie Bigoude","34","33","26,15","0,26"
"2025-01-24","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","1","1","79","0"
"2025-01-24","Mamie Bigoude Restaurant Galettes Map","1","1","51","0"
"2025-01-24","Mamie Bigoude restaurant pancake menu","1","1","20","0"
"2025-01-24","Restaurant Breton Mamie Bigoude Blois","15","13","18,47","0,27"
"2025-01-24","Restaurant Breton Mamie Bigoude Bourges","102","96","35,1","0,16"
"2025-01-24","Restaurant Breton Mamie Bigoude Orléans","20","19","15,75","0,2"
"2025-01-24","Restaurant Breton Mamie Bigoude Poitiers","78","71","14,18","0,26"
"2025-01-24","Restaurant Breton Mamie Bigoude Tours","19","17","20,05","0,21"
"2025-01-24","Univers Comptoir Mamie Bigoude","65","60","30,12","0,03"
"2025-01-25","Bigout Menu","1","1","3","0"
"2025-01-25","Carte Formules restaurant Mamie Bigoude","149","137","30,53","0,09"
"2025-01-25","Carte Galettes restaurant Mamie Bigoude","235","220","45,92","0,07"
"2025-01-25","Carte Salades restaurant Mamie Bigoude","56","56","18,55","0,02"
"2025-01-25","Carte crêpes restaurant Mamie Bigoude","117","105","36,38","0,08"
"2025-01-25","Comptoir Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","1","1","134","0"
"2025-01-25","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","450","416","30,24","0,18"
"2025-01-25","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","4","4","11","0"
"2025-01-25","Devenir franchisé Comptoir Mamie Bigoude","48","46","22,48","0,23"
"2025-01-25","Restaurant Breton Mamie Bigoude Blois","18","18","26,94","0,22"
"2025-01-25","Restaurant Breton Mamie Bigoude Bourges","101","91","26,05","0,25"
"2025-01-25","Restaurant Breton Mamie Bigoude Orléans","21","20","65,52","0,1"
"2025-01-25","Restaurant Breton Mamie Bigoude Poitiers","57","54","16,93","0,26"
"2025-01-25","Restaurant Breton Mamie Bigoude Tours","22","19","23,14","0,14"
"2025-01-25","Univers Comptoir Mamie Bigoude","68","62","29,88","0,03"
"2025-01-26","Carte Formules restaurant Mamie Bigoude","132","125","34,34","0,07"
"2025-01-26","Carte Galettes restaurant Mamie Bigoude","222","207","47,36","0,1"
"2025-01-26","Carte Salades restaurant Mamie Bigoude","58","57","22,22","0,03"
"2025-01-26","Carte crêpes restaurant Mamie Bigoude","123","112","36,98","0,11"
"2025-01-26","Comptoir Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","1","1","29","0"
"2025-01-26","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","412","383","26,58","0,23"
"2025-01-26","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","1","1","57","0"
"2025-01-26","Devenir franchisé Comptoir Mamie Bigoude","43","40","31,88","0,28"
"2025-01-26","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","2","1","168","0"
"2025-01-26","Mamie Bigoude Counter Universe","2","1","140,5","0"
"2025-01-26","Mamie Bigoude Restaurant Formulas Map","1","1","318","0"
"2025-01-26","Mamie Bigoude Restaurant Salads Menu","1","1","0","0"
"2025-01-26","Mamie Bigoude restaurant pancake menu","1","1","395","0"
"2025-01-26","Restaurant Breton Mamie Bigoude Blois","16","16","30,88","0,25"
"2025-01-26","Restaurant Breton Mamie Bigoude Bourges","61","57","29,72","0,18"
"2025-01-26","Restaurant Breton Mamie Bigoude Orléans","17","16","23,65","0,12"
"2025-01-26","Restaurant Breton Mamie Bigoude Poitiers","86","83","21,91","0,08"
"2025-01-26","Restaurant Breton Mamie Bigoude Tours","20","17","18,95","0,3"
"2025-01-26","Univers Comptoir Mamie Bigoude","68","65","34,34","0,07"
"2025-01-26","Стать франчайзи Comptoir Mamie Bigoude","1","1","25","0"
"2025-01-27","Carte Formules restaurant Mamie Bigoude","185","180","30,06","0,03"
"2025-01-27","Carte Galettes restaurant Mamie Bigoude","336","317","48,47","0,05"
"2025-01-27","Carte Salades restaurant Mamie Bigoude","93","91","19,44","0,03"
"2025-01-27","Carte crêpes restaurant Mamie Bigoude","153","147","33,76","0,03"
"2025-01-27","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","499","474","24,91","0,16"
"2025-01-27","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","3","3","2,33","1"
"2025-01-27","Devenir franchisé Comptoir Mamie Bigoude","42","40","32,88","0,24"
"2025-01-27","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","2","2","30,5","0,5"
"2025-01-27","Mamie Bigoude Restaurant Formulas Map","1","1","14","0"
"2025-01-27","Mamie Bigoude Restaurant Salads Menu","1","1","19","0"
"2025-01-27","Mamie Bigoude restaurant pancake menu","1","1","94","0"
"2025-01-27","Restaurant Breton Mamie Bigoude Blois","17","14","19","0,12"
"2025-01-27","Restaurant Breton Mamie Bigoude Bourges","69","64","32,35","0,07"
"2025-01-27","Restaurant Breton Mamie Bigoude Orléans","8","8","21,38","0,13"
"2025-01-27","Restaurant Breton Mamie Bigoude Poitiers","156","145","26,38","0,1"
"2025-01-27","Restaurant Breton Mamie Bigoude Tours","18","18","40,78","0,11"
"2025-01-27","Univers Comptoir Mamie Bigoude","88","84","30,4","0,07"
"2025-01-28","Carte Formules restaurant Mamie Bigoude","148","143","29,5","0,09"
"2025-01-28","Carte Galettes restaurant Mamie Bigoude","269","249","48,97","0,09"
"2025-01-28","Carte Salades restaurant Mamie Bigoude","69","67","22,33","0,04"
"2025-01-28","Carte crêpes restaurant Mamie Bigoude","130","122","31,75","0,04"
"2025-01-28","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","402","375","24,89","0,21"
"2025-01-28","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","1","1","9","0"
"2025-01-28","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","1","1","3","0"
"2025-01-28","Devenir franchisé Comptoir Mamie Bigoude","38","38","23,58","0,21"
"2025-01-28","Kit Goûter","1","1","0","1"
"2025-01-28","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","3","2","7","0,33"
"2025-01-28","Mamie Bigoude Restaurant Galettes Map","1","1","179","0"
"2025-01-28","Monaco 50CL","1","1","1","1"
"2025-01-28","Restaurant Breton Mamie Bigoude Blois","14","13","24,71","0,14"
"2025-01-28","Restaurant Breton Mamie Bigoude Bourges","50","49","32,52","0,16"
"2025-01-28","Restaurant Breton Mamie Bigoude Orléans","7","7","16,57","0"
"2025-01-28","Restaurant Breton Mamie Bigoude Poitiers","111","100","27,02","0,17"
"2025-01-28","Restaurant Breton Mamie Bigoude Tours","26","20","16,65","0,42"
"2025-01-28","Univers Comptoir Mamie Bigoude","71","67","22,11","0,06"
"2025-01-29","Carta de ensaladas del restaurante Mamie Bigoude","1","1","22","0"
"2025-01-29","Carte Formules restaurant Mamie Bigoude","148","136","32,03","0,09"
"2025-01-29","Carte Galettes restaurant Mamie Bigoude","267","236","40,4","0,12"
"2025-01-29","Carte Salades restaurant Mamie Bigoude","58","56","16,09","0,02"
"2025-01-29","Carte crêpes restaurant Mamie Bigoude","112","106","31,21","0,06"
"2025-01-29","Comptoir Mamie Bigoude - Creperie a Amboise, Tours, Orléans, Blois","1","1","49","0"
"2025-01-29","Comptoir Mamie Bigoude - Crepería en Amboise, Tours, Orleans, Blois","1","1","20","0"
"2025-01-29","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","408","378","23,58","0,23"
"2025-01-29","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","2","2","7,5","0"
"2025-01-29","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","1","1","25","0"
"2025-01-29","Devenir franchisé Comptoir Mamie Bigoude","25","24","25,88","0,2"
"2025-01-29","Goûter Chez Mamie","1","1","18","0"
"2025-01-29","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","1","1","39","0"
"2025-01-29","Menu Galettes ristorante Mamie Bigoude","1","1","57","0"
"2025-01-29","Menù Menù del ristorante Mamie Bigoude","1","1","55","0"
"2025-01-29","Menù di crêpe del ristorante Mamie Bigoude","1","1","29","0"
"2025-01-29","Restaurant Breton Mamie Bigoude Blois","12","10","32,58","0,08"
"2025-01-29","Restaurant Breton Mamie Bigoude Bourges","62","57","28,74","0,26"
"2025-01-29","Restaurant Breton Mamie Bigoude Orléans","14","12","55,21","0,14"
"2025-01-29","Restaurant Breton Mamie Bigoude Poitiers","80","70","21,99","0,16"
"2025-01-29","Restaurant Breton Mamie Bigoude Tours","23","21","12,04","0,35"
"2025-01-29","Univers Comptoir Mamie Bigoude","65","61","25,83","0,08"
"2025-01-30","Carte Formules restaurant Mamie Bigoude","146","139","35,77","0,06"
"2025-01-30","Carte Galettes restaurant Mamie Bigoude","251","240","49,37","0,08"
"2025-01-30","Carte Salades restaurant Mamie Bigoude","66","63","21,82","0,02"
"2025-01-30","Carte crêpes restaurant Mamie Bigoude","192","174","26,45","0,21"
"2025-01-30","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","487","453","21,77","0,27"
"2025-01-30","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","1","1","0","1"
"2025-01-30","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","2","2","24","0"
"2025-01-30","Devenir franchisé Comptoir Mamie Bigoude","40","37","37,88","0,13"
"2025-01-30","Menu Formulas restaurant Mamie Bigoude","1","1","19","0"
"2025-01-30","Menu Salads restaurant Mamie Bigoude","1","1","7","0"
"2025-01-30","Menu pancakes restaurant Mamie Bigoude","1","1","23","0"
"2025-01-30","Restaurant Breton Mamie Bigoude Blois","12","12","16,83","0,08"
"2025-01-30","Restaurant Breton Mamie Bigoude Bourges","77","69","21,47","0,26"
"2025-01-30","Restaurant Breton Mamie Bigoude Orléans","18","16","31,11","0,22"
"2025-01-30","Restaurant Breton Mamie Bigoude Poitiers","66","57","24,82","0,21"
"2025-01-30","Restaurant Breton Mamie Bigoude Tours","21","20","16,38","0,24"
"2025-01-30","Univers Comptoir Mamie Bigoude","69","66","31,59","0,07"
"2025-01-31","Carte Formules restaurant Mamie Bigoude","183","170","32,55","0,09"
"2025-01-31","Carte Galettes restaurant Mamie Bigoude","293","277","60,73","0,05"
"2025-01-31","Carte Salades restaurant Mamie Bigoude","80","75","22,64","0,05"
"2025-01-31","Carte crêpes restaurant Mamie Bigoude","175","164","32,61","0,14"
"2025-01-31","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","537","499","25,02","0,21"
"2025-01-31","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","1","1","53","0"
"2025-01-31","Devenir franchisé Comptoir Mamie Bigoude","37","34","33,97","0,11"
"2025-01-31","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","1","1","17","0"
"2025-01-31","Mamie Bigoude Restaurant Formulas Map","2","2","183,5","0"
"2025-01-31","Mamie Bigoude Restaurant Galettes Map","2","2","100","0"
"2025-01-31","Mamie Bigoude Restaurant Salads Menu","1","1","104","0"
"2025-01-31","Mamie Bigoude restaurant pancake menu","2","2","92","0"
"2025-01-31","Restaurant Breton Mamie Bigoude Blois","14","14","44,86","0,07"
"2025-01-31","Restaurant Breton Mamie Bigoude Bourges","87","76","32,54","0,33"
"2025-01-31","Restaurant Breton Mamie Bigoude Orléans","21","20","18,67","0,29"
"2025-01-31","Restaurant Breton Mamie Bigoude Poitiers","97","83","26,9","0,24"
"2025-01-31","Restaurant Breton Mamie Bigoude Tours","19","17","38,89","0,16"
"2025-01-31","Tarjeta de galettes restaurante Mamie Bigoude","1","1","94","0"
"2025-01-31","Univers Comptoir Mamie Bigoude","99","92","22,3","0,04"
"2025-02-01","Become a Comptoir Mamie Bigoude franchisee","1","1","6","0"
"2025-02-01","Carte Formules restaurant Mamie Bigoude","176","169","33,3","0,06"
"2025-02-01","Carte Galettes restaurant Mamie Bigoude","349","316","53,06","0,1"
"2025-02-01","Carte Salades restaurant Mamie Bigoude","79","76","20,91","0,03"
"2025-02-01","Carte crêpes restaurant Mamie Bigoude","171","153","35,4","0,13"
"2025-02-01","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","685","615","27,5","0,19"
"2025-02-01","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","7","7","52,57","0"
"2025-02-01","Devenir franchisé Comptoir Mamie Bigoude","46","46","44,48","0,15"
"2025-02-01","Monaco 50CL","1","1","0","1"
"2025-02-01","Restaurant Breton Mamie Bigoude Blois","18","16","17,89","0,28"
"2025-02-01","Restaurant Breton Mamie Bigoude Bourges","111","96","29,01","0,21"
"2025-02-01","Restaurant Breton Mamie Bigoude Orléans","28","28","18,07","0,11"
"2025-02-01","Restaurant Breton Mamie Bigoude Poitiers","107","90","27,83","0,14"
"2025-02-01","Restaurant Breton Mamie Bigoude Tours","38","30","24,45","0,24"
"2025-02-01","Univers Comptoir Mamie Bigoude","94","90","25,11","0,06"
"2025-02-02","Carte Formules restaurant Mamie Bigoude","139","132","31,05","0,06"
"2025-02-02","Carte Galettes restaurant Mamie Bigoude","277","256","50,38","0,06"
"2025-02-02","Carte Salades restaurant Mamie Bigoude","69","66","18,52","0,01"
"2025-02-02","Carte crêpes restaurant Mamie Bigoude","157","143","45,03","0,1"
"2025-02-02","Chocolat Viennois","1","1","2","1"
"2025-02-02","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","612","568","25,37","0,25"
"2025-02-02","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","5","5","16","0,6"
"2025-02-02","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","1","1","36","0"
"2025-02-02","Devenir franchisé Comptoir Mamie Bigoude","50","48","39,08","0,28"
"2025-02-02","Mapa de fórmulas del restaurante Mamie Bigoude","2","1","21,5","0,5"
"2025-02-02","Restaurant Breton Mamie Bigoude Blois","13","13","26,31","0"
"2025-02-02","Restaurant Breton Mamie Bigoude Bourges","90","83","29,36","0,22"
"2025-02-02","Restaurant Breton Mamie Bigoude Orléans","22","19","26,86","0,36"
"2025-02-02","Restaurant Breton Mamie Bigoude Poitiers","56","51","20,46","0,14"
"2025-02-02","Restaurant Breton Mamie Bigoude Tours","29","25","25,62","0,21"
"2025-02-02","Univers Comptoir Mamie Bigoude","86","78","29,91","0,08"
"2025-02-03","Breton Restaurant Mamie Bigoude Tours","1","1","13","0"
"2025-02-03","Carte Formules restaurant Mamie Bigoude","143","133","32,77","0,1"
"2025-02-03","Carte Galettes restaurant Mamie Bigoude","223","201","47,07","0,09"
"2025-02-03","Carte Salades restaurant Mamie Bigoude","56","56","28,75","0,02"
"2025-02-03","Carte crêpes restaurant Mamie Bigoude","124","112","33,41","0,17"
"2025-02-03","Comptoir Mamie Bigoude - Crepería en Amboise, Tours, Orléans, Blois","1","1","60","0"
"2025-02-03","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois","439","406","21,02","0,29"
"2025-02-03","Comptoir Mamie Bigoude - Crêperie à Amboise, Tours, Orléans, Blois et Bourges","3","1","0","0,67"
"2025-02-03","Comptoir Mamie Bigoude - Crêperie à Tours, Nantes, Blois","1","1","16","0"
"2025-02-03","Devenir franchisé Comptoir Mamie Bigoude","35","34","36,4","0,14"
"2025-02-03","Mamie Bigoude Counter - Crêperie in Amboise, Tours, Orléans, Blois","4","3","18,75","0"
