Year,Boutique,Influenceuses,Ad name,Impressions,Reach,CTR (link click-through rate),Post engagements,Post reactions,Clicks (all),Video watches at 100%,Video watches at 50%
2025,Nîmes,Alice vinct,BODYHOUSE_Engagment_IG_ville_NÎMES_Audience Advantage +_Novembre_Skeepers Alicevinct,38805,31085,"0,44",18640,527,684,1800,4575
