Date,Campaign name,Cost (EUR),Impressions,Clicks (all),Post reactions,Post comments,Post shares,Post Saves,Page likes,Three-second video views,Engagement
2025-01-01,BODYHOUSE_Engagement_IG_Ville_Natio,"4,03",393,0,67,,,,,,67
2025-01-02,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"0,62",184,0,1,,,,,73,1
2025-01-02,BODYHOUSE_Engagement_META_Ville_BIGANOS,"0,94",170,4,3,,,,,89,3
2025-01-02,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"4,54",1510,45,13,,,,,827,13
2025-01-02,BODYHOUSE_Engagment_IG_Ville_SALAISE,"6,28",729,8,29,1,,,,,30
2025-01-02,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"1,37",661,21,13,,,,,398,13
2025-01-02,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"13,52",12708,28,1,,,,,473,1
2025-01-02,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"13,14",13179,28,3,1,,,,416,4
2025-01-02,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"5,31",7930,14,,,1,,,227,1
2025-01-02,BODYHOUSE_Notoriety_FB_Ville_LYON,"3,5",7741,8,,,,,,213,0
2025-01-02,BODYHOUSE_Notoriety_FB_Ville_TIGNIEU,"3,61",6004,13,1,,,,,99,1
2025-01-02,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"1,44",1956,4,,,,,,76,0
2025-01-02,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"1,57",2578,2,,,,,,19,0
2025-01-02,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"3,31",3869,6,,,,,,168,0
2025-01-02,BODYHOUSE_Notoriety_META_Ville_JACOU,"2,49",1680,6,1,,,,,63,1
2025-01-02,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"4,32",6743,10,,,,,,454,0
2025-01-02,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"5,05",7504,9,2,,,,,263,2
2025-01-02,BODYHOUSE_Notoriety_META_Ville_SALAISE,"5,08",5932,17,1,,,,,334,1
2025-01-02,BODYHOUSE_Notoriety_META_Ville_VALENCE,"3,72",3231,13,,,,,,133,0
2025-01-02,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"2,47",2154,10,,,,,,107,0
2025-01-02,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"4,47",12700,53,,,,,,,0
2025-01-02,BODYHOUSE_Traffic_FB_Ville_LYON,"3,03",12458,36,,,,,,,0
2025-01-02,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"1,31",5280,17,,,,,,,0
2025-01-02,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"6,8",13707,41,,,,,,,0
2025-01-02,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"6,49",15751,56,,,,,,,0
2025-01-02,BODYHOUSE_Traffic_META_Ville_BIGANOS,"1,63",7225,18,,,,,,,0
2025-01-02,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"1,29",6912,26,,,,,,,0
2025-01-02,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"1,23",3833,12,,,,,,,0
2025-01-02,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"4,51",11848,45,1,,,,,,1
2025-01-02,BODYHOUSE_Traffic_META_Ville_SALAISE,"3,21",6568,44,,,,,,,0
2025-01-03,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"3,19",904,2,,,,,,341,0
2025-01-03,BODYHOUSE_Engagement_META_Ville_BIGANOS,"3,61",1122,26,19,,,,,529,19
2025-01-03,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"12,29",4244,106,48,,,1,,2429,49
2025-01-03,BODYHOUSE_Engagment_IG_Ville_SALAISE,"9,92",1156,14,54,,,2,,,56
2025-01-03,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"3,56",1412,35,18,,,,,873,18
2025-01-03,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"16,72",20680,25,2,,,,,827,2
2025-01-03,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"16,51",20584,33,1,,,,,776,1
2025-01-03,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"6,6",11713,17,1,,,,,362,1
2025-01-03,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,11",12020,11,2,,,,,441,2
2025-01-03,BODYHOUSE_Notoriety_FB_Ville_TIGNIEU,"9,1",14750,27,4,,,,,86,4
2025-01-03,BODYHOUSE_Notoriety_META_Ville_AUBIERE,7,9948,14,,,,,,427,0
2025-01-03,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"7,34",12398,6,1,,,,,123,1
2025-01-03,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"6,97",12635,8,3,,,,,396,3
2025-01-03,BODYHOUSE_Notoriety_META_Ville_JACOU,"6,76",10373,17,1,,,,,385,1
2025-01-03,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"10,64",16069,20,1,,,,,951,1
2025-01-03,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"12,31",21351,12,3,,,,,705,3
2025-01-03,BODYHOUSE_Notoriety_META_Ville_SALAISE,"6,71",12092,17,3,,,,,526,3
2025-01-03,BODYHOUSE_Notoriety_META_Ville_VALENCE,"17,82",15435,49,2,,,,,663,2
2025-01-03,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"11,4",9853,35,1,,,,1,532,1
2025-01-03,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"1,08",647,18,1,,,,,,1
2025-01-03,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"7,04",16390,69,,,,,,,0
2025-01-03,BODYHOUSE_Traffic_FB_Ville_LYON,"4,95",16165,71,,,,,,,0
2025-01-03,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"3,58",10980,44,,,,,,,0
2025-01-03,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"10,39",20270,78,,,,,,,0
2025-01-03,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"10,25",18711,80,,,,,,,0
2025-01-03,BODYHOUSE_Traffic_META_Ville_BIGANOS,"6,92",21546,68,,,,,,,0
2025-01-03,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"3,53",15179,33,,,,,,,0
2025-01-03,BODYHOUSE_Traffic_META_Ville_JACOU,"1,98",1389,15,,,,,,,0
2025-01-03,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"3,45",8981,55,,,,,,,0
2025-01-03,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"10,45",32744,109,,,,,,,0
2025-01-03,BODYHOUSE_Traffic_META_Ville_SALAISE,"5,16",7983,42,1,,,,,,1
2025-01-04,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"3,7",1077,4,2,,,,,382,2
2025-01-04,BODYHOUSE_Engagement_META_Ville_BIGANOS,"3,67",1167,31,23,,,,,512,23
2025-01-04,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"13,08",4328,112,49,,,2,,2400,51
2025-01-04,BODYHOUSE_Engagment_IG_Ville_SALAISE,"10,79",1329,24,53,,,1,,,54
2025-01-04,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"3,79",1352,21,15,,,,,809,15
2025-01-04,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"17,61",20826,29,3,,,,,1439,3
2025-01-04,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"17,57",20794,45,3,,,1,,1480,4
2025-01-04,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"7,12",12115,9,,,1,,,559,1
2025-01-04,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,29",12353,14,4,,,,,586,4
2025-01-04,BODYHOUSE_Notoriety_FB_Ville_TIGNIEU,"9,54",13887,20,2,,,,,965,2
2025-01-04,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"7,7",9689,18,2,,,,2,735,2
2025-01-04,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"7,84",13178,11,,,,,,185,0
2025-01-04,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"7,64",14241,15,2,,,,,500,2
2025-01-04,BODYHOUSE_Notoriety_META_Ville_JACOU,"7,54",11317,7,,,,,,739,0
2025-01-04,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"11,53",15752,16,,,,,,1021,0
2025-01-04,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"13,43",22544,14,2,,,,,826,2
2025-01-04,BODYHOUSE_Notoriety_META_Ville_SALAISE,"7,05",12892,13,2,,,,,726,2
2025-01-04,BODYHOUSE_Notoriety_META_Ville_VALENCE,"19,17",14448,33,1,,,,,1354,1
2025-01-04,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"12,01",9128,28,3,,,,,876,3
2025-01-04,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"3,55",1953,73,,,,,,,0
2025-01-04,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"6,44",15502,69,1,,,,,,1
2025-01-04,BODYHOUSE_Traffic_FB_Ville_LYON,"5,24",18478,57,,,,,,,0
2025-01-04,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"3,69",11977,42,,,,,,,0
2025-01-04,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"10,65",19149,81,,,,,,,0
2025-01-04,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"10,58",20626,84,,,,,,,0
2025-01-04,BODYHOUSE_Traffic_META_Ville_BIGANOS,"7,67",19024,77,,,,,,,0
2025-01-04,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"3,67",14978,44,,1,,,,,1
2025-01-04,BODYHOUSE_Traffic_META_Ville_JACOU,"5,48",3358,43,1,,,,,,1
2025-01-04,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"3,69",10238,33,,,,,,,0
2025-01-04,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"11,35",31618,109,1,,,,,,1
2025-01-04,BODYHOUSE_Traffic_META_Ville_SALAISE,"5,28",7639,67,,,,,,,0
2025-01-05,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"3,84",996,3,1,,,,,357,1
2025-01-05,BODYHOUSE_Engagement_META_Ville_BIGANOS,"3,91",1258,25,15,,,,,563,15
2025-01-05,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"13,59",4265,99,45,2,,1,,2410,48
2025-01-05,BODYHOUSE_Engagment_IG_Ville_SALAISE,"10,7",1308,17,41,,,,,,41
2025-01-05,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"3,88",1441,35,15,,,,,855,15
2025-01-05,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"19,16",21773,36,2,,,,,1631,2
2025-01-05,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"19,2",21502,28,1,,,,,1538,1
2025-01-05,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"7,57",13010,10,1,,,,,621,1
2025-01-05,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,68",13364,13,3,,,,,648,3
2025-01-05,BODYHOUSE_Notoriety_FB_Ville_TIGNIEU,"9,73",13811,13,,,,,,935,0
2025-01-05,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"7,6",9224,16,1,,,,,818,1
2025-01-05,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"7,88",13110,9,3,,,,,185,3
2025-01-05,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"7,67",14147,10,,,,,,517,0
2025-01-05,BODYHOUSE_Notoriety_META_Ville_JACOU,"7,81",11202,10,1,,,,,757,1
2025-01-05,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"11,49",15408,21,1,,,1,,1000,2
2025-01-05,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"13,84",23043,21,3,,,,,853,3
2025-01-05,BODYHOUSE_Notoriety_META_Ville_SALAISE,"7,59",13547,17,4,,,,,771,4
2025-01-05,BODYHOUSE_Notoriety_META_Ville_VALENCE,"19,26",13230,27,3,,,,,1232,3
2025-01-05,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"11,91",8393,35,1,,,,,839,1
2025-01-05,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"3,59",2095,69,2,,1,,,,3
2025-01-05,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"7,69",14468,70,1,,,,,,1
2025-01-05,BODYHOUSE_Traffic_FB_Ville_LYON,"5,74",18742,65,,,,,,,0
2025-01-05,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"3,97",11891,45,,,,,,,0
2025-01-05,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"11,6",18821,78,,,,,,,0
2025-01-05,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"11,51",19506,72,,,,,,,0
2025-01-05,BODYHOUSE_Traffic_META_Ville_BIGANOS,"7,9",22082,86,,,,,,,0
2025-01-05,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"3,71",15204,61,,,,,,,0
2025-01-05,BODYHOUSE_Traffic_META_Ville_JACOU,"5,68",2863,48,,,,,,,0
2025-01-05,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"3,72",10533,40,,,,,,,0
2025-01-05,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"11,46",24345,102,,,,,,,0
2025-01-05,BODYHOUSE_Traffic_META_Ville_SALAISE,"5,85",8085,73,2,,,,,,2
2025-01-06,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"3,75",1079,4,,,,,,406,0
2025-01-06,BODYHOUSE_Engagement_META_Ville_BIGANOS,"3,76",1206,23,20,,,,,522,20
2025-01-06,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"12,77",4278,110,45,1,,1,,2389,47
2025-01-06,BODYHOUSE_Engagment_IG_Ville_SALAISE,"10,26",1010,9,39,,,1,,,40
2025-01-06,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"3,72",1338,31,23,1,,,,806,24
2025-01-06,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),18,19311,25,,,,,,1469,0
2025-01-06,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"17,84",19012,32,1,,,1,,1333,2
2025-01-06,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"7,07",11254,9,1,,,,,564,1
2025-01-06,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,28",11483,7,1,,,,,545,1
2025-01-06,BODYHOUSE_Notoriety_FB_Ville_TIGNIEU,"9,14",12912,16,2,,,,,844,2
2025-01-06,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"7,35",8610,6,,,,,,738,0
2025-01-06,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"7,44",11420,6,1,,,,,142,1
2025-01-06,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"7,29",12246,9,1,,,,,474,1
2025-01-06,BODYHOUSE_Notoriety_META_Ville_JACOU,"7,24",10179,13,1,,,,,669,1
2025-01-06,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"10,96",14071,24,2,,,,1,878,2
2025-01-06,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"12,58",20402,10,4,,,,,760,4
2025-01-06,BODYHOUSE_Notoriety_META_Ville_SALAISE,"7,08",11434,3,,,,,,654,0
2025-01-06,BODYHOUSE_Notoriety_META_Ville_VALENCE,"19,1",13092,26,2,,,,,1184,2
2025-01-06,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"11,32",8127,26,,,,,1,741,0
2025-01-06,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"3,34",2422,62,1,,,,1,,1
2025-01-06,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"7,17",13147,61,,,,,,,0
2025-01-06,BODYHOUSE_Traffic_FB_Ville_LYON,"5,24",16442,50,,,,,,,0
2025-01-06,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"3,72",9046,31,,,,,,,0
2025-01-06,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"10,95",17299,65,,,,,,,0
2025-01-06,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"10,58",18023,61,,,,,,,0
2025-01-06,BODYHOUSE_Traffic_META_Ville_BIGANOS,"7,45",19150,65,,,,,,,0
2025-01-06,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"3,55",14264,44,,,,,,,0
2025-01-06,BODYHOUSE_Traffic_META_Ville_JACOU,"5,33",3244,28,,,,,,,0
2025-01-06,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"3,52",9297,39,,,,,,,0
2025-01-06,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"10,38",24895,83,,,,,,,0
2025-01-06,BODYHOUSE_Traffic_META_Ville_SALAISE,"5,56",7002,51,1,,,1,,,2
2025-01-06,BODYHOUSE_Traffic_META_Ville_VALENCE,"3,04",1329,48,,,,,,,0
2025-01-06,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,"2,63",2018,35,,,,,,,0
2025-01-07,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"3,46",957,3,1,,,,,371,1
2025-01-07,BODYHOUSE_Engagement_META_Ville_BIGANOS,"3,64",1115,28,18,,,,,487,18
2025-01-07,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"12,15",4070,83,37,2,,,,2270,39
2025-01-07,BODYHOUSE_Engagment_IG_Ville_SALAISE,"10,8",1174,18,44,,,1,,,45
2025-01-07,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"3,66",1311,42,24,,,,,773,24
2025-01-07,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"17,8",17589,19,1,,,,,1318,1
2025-01-07,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"17,99",17293,15,1,,,,,1341,1
2025-01-07,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"6,92",10183,9,,,,,,482,0
2025-01-07,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,28",10339,11,,,,,,488,0
2025-01-07,BODYHOUSE_Notoriety_FB_Ville_TIGNIEU,"8,87",11293,14,2,,,,,664,2
2025-01-07,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"7,19",7810,12,1,,,,,619,1
2025-01-07,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"7,12",10519,3,3,,,,,155,3
2025-01-07,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"7,13",11003,6,1,,,,,370,1
2025-01-07,BODYHOUSE_Notoriety_META_Ville_JACOU,"7,12",9186,8,1,,,,,637,1
2025-01-07,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"10,88",12709,21,2,,,,,857,2
2025-01-07,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"12,35",18317,6,2,,,,,705,2
2025-01-07,BODYHOUSE_Notoriety_META_Ville_SALAISE,"6,99",10218,13,,,,,,655,0
2025-01-07,BODYHOUSE_Notoriety_META_Ville_VALENCE,"18,31",11555,34,3,,,,,1255,3
2025-01-07,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"11,18",7475,26,1,,,,,726,1
2025-01-07,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"3,13",1774,52,,,,,,,0
2025-01-07,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"6,86",11075,52,,,,,,,0
2025-01-07,BODYHOUSE_Traffic_FB_Ville_LYON,"5,43",13511,51,,,,,,,0
2025-01-07,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"3,46",8373,34,,,,,,,0
2025-01-07,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"10,69",13030,67,1,,,,,,1
2025-01-07,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"10,9",16057,86,,,,,,,0
2025-01-07,BODYHOUSE_Traffic_META_Ville_BIGANOS,"7,06",14393,61,,,,,,,0
2025-01-07,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"3,7",11508,50,,,,,,,0
2025-01-07,BODYHOUSE_Traffic_META_Ville_JACOU,"5,25",3430,39,,,,,,,0
2025-01-07,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"3,58",8334,41,,,,,,,0
2025-01-07,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"10,81",24371,77,,,,,,,0
2025-01-07,BODYHOUSE_Traffic_META_Ville_SALAISE,"5,27",5041,37,,,,,,,0
2025-01-07,BODYHOUSE_Traffic_META_Ville_VALENCE,"7,99",3361,60,2,,,,,,2
2025-01-07,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,"7,32",6314,75,3,,,,,,3
2025-01-08,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"3,56",1002,8,2,,,,,359,2
2025-01-08,BODYHOUSE_Engagement_META_Ville_BIGANOS,"3,55",1097,30,17,,,,,517,17
2025-01-08,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"11,99",3779,93,44,,,1,,2090,45
2025-01-08,BODYHOUSE_Engagment_IG_Ville_SALAISE,"10,3",1041,22,48,,,1,,,49
2025-01-08,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"3,56",1270,28,11,,,1,,729,12
2025-01-08,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"17,84",16780,23,3,,,,1,1250,3
2025-01-08,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"17,75",16444,26,1,,,,,1216,1
2025-01-08,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"7,07",9382,9,1,,,,,456,1
2025-01-08,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,1",9301,7,1,,,,,436,1
2025-01-08,BODYHOUSE_Notoriety_FB_Ville_TIGNIEU,"8,73",10123,17,2,,,,,627,2
2025-01-08,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"6,94",6794,11,,,,,,538,0
2025-01-08,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"7,14",9726,6,2,,,,,154,2
2025-01-08,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"7,07",10153,9,3,,,,,409,3
2025-01-08,BODYHOUSE_Notoriety_META_Ville_JACOU,"6,99",8450,9,3,,,,,638,3
2025-01-08,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"10,46",11513,15,1,,,,,834,1
2025-01-08,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"12,35",16299,13,1,,,,,671,1
2025-01-08,BODYHOUSE_Notoriety_META_Ville_SALAISE,"6,91",9098,14,,,,,,515,0
2025-01-08,BODYHOUSE_Notoriety_META_Ville_VALENCE,"18,02",10244,26,1,,,,,1010,1
2025-01-08,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"10,91",6401,15,,,,,,653,0
2025-01-08,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"3,31",1977,46,1,,,,,,1
2025-01-08,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"6,92",11952,48,1,,,,,,1
2025-01-08,BODYHOUSE_Traffic_FB_Ville_LYON,"5,29",14244,47,,,,,,,0
2025-01-08,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"3,57",8377,27,,,,,,,0
2025-01-08,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"10,49",12345,54,1,,,,,,1
2025-01-08,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"10,6",14633,69,,,,,,,0
2025-01-08,BODYHOUSE_Traffic_META_Ville_BIGANOS,"7,2",15023,58,,,,,,,0
2025-01-08,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"3,82",10026,32,,,,,,,0
2025-01-08,BODYHOUSE_Traffic_META_Ville_JACOU,"5,58",4010,42,,,,,,,0
2025-01-08,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"3,54",8595,38,,,,,,,0
2025-01-08,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"10,56",18117,68,,,,,,,0
2025-01-08,BODYHOUSE_Traffic_META_Ville_SALAISE,"5,01",4683,56,,,,,,,0
2025-01-08,BODYHOUSE_Traffic_META_Ville_VALENCE,"8,66",3489,88,4,,,,,,4
2025-01-08,BODYHOUSE_Traffic_META_Ville_VILLEFRANCHE,"7,3",6320,52,,,,,,,0
2025-01-09,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"3,47",855,3,2,,,,,330,2
2025-01-09,BODYHOUSE_Engagement_META_Ville_BIGANOS,"3,53",1019,29,10,,,,,496,10
2025-01-09,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"11,66",3353,66,41,,,,,1880,41
2025-01-09,BODYHOUSE_Engagment_IG_Ville_SALAISE,"10,35",1040,11,31,,,,,,31
2025-01-09,BODYHOUSE_Engagment_META_Ville_TIGNIEU,"3,42",1182,32,9,,,,,669,9
2025-01-09,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"17,6",16502,25,4,,,,,898,4
2025-01-09,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"17,73",16406,30,3,,,,,918,3
2025-01-09,BODYHOUSE_Notoriety_FB_Ville_GRENOBLE,"6,99",8870,13,2,,,,,416,2
2025-01-09,BODYHOUSE_Notoriety_FB_Ville_LYON,"5,16",8687,5,,,,,,384,0
2025-01-09,BODYHOUSE_Notoriety_FB_Ville_TIGNIEU,"8,8",9993,11,,,,,,561,0
2025-01-09,BODYHOUSE_Notoriety_META_Ville_AUBIERE,"7,09",6648,8,,,,,,500,0
2025-01-09,BODYHOUSE_Notoriety_META_Ville_BIGANOS,"6,97",8506,10,2,,,,,185,2
2025-01-09,BODYHOUSE_Notoriety_META_Ville_CHAMBERY,"6,91",9099,8,4,,,,,304,4
2025-01-09,BODYHOUSE_Notoriety_META_Ville_JACOU,"7,08",8093,6,2,,,,,526,2
2025-01-09,BODYHOUSE_Notoriety_META_Ville_MONTELIMAR,"10,58",11452,15,1,,,,,650,1
2025-01-09,BODYHOUSE_Notoriety_META_Ville_SAINTE-EULALIE,"12,34",15160,12,2,,,,,634,2
2025-01-09,BODYHOUSE_Notoriety_META_Ville_SALAISE,"6,92",8618,12,,,,,,457,0
2025-01-09,BODYHOUSE_Notoriety_META_Ville_VALENCE,"18,7",10122,30,2,,,,,792,2
2025-01-09,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"11,43",6259,13,,,,,,477,0
2025-01-09,BODYHOUSE_Traffic_FB_Ville_AUBIERE,"3,13",1710,38,,,,,,,0
2025-01-09,BODYHOUSE_Traffic_FB_Ville_GRENOBLE,"7,09",11116,35,,,,,,,0
2025-01-09,BODYHOUSE_Traffic_FB_Ville_LYON,"5,44",13258,39,,,,,,,0
2025-01-09,BODYHOUSE_Traffic_FB_Ville_TIGNIEU,"3,12",6709,21,,,,,,,0
2025-01-09,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"9,83",11629,40,,,,,,,0
2025-01-09,BODYHOUSE_Traffic_FB_ville_AVIGNON(SUD),"10,57",13804,53,,,,,,,0
2025-01-09,BODYHOUSE_Traffic_META_Ville_BIGANOS,"6,94",14704,37,,,,,,,0
2025-01-09,BODYHOUSE_Traffic_META_Ville_CHAMBERY,"3,46",10729,30,,,,,,,0
2025-01-09,BODYHOUSE_Traffic_META_Ville_JACOU,"4,99",6463,39,,,,,,,0
2025-01-09,BODYHOUSE_Traffic_META_Ville_MONTELIMAR,"3,61",7236,32,,,,,,,0
2025-01-09,BODYHOUSE_Traffic_META_Ville_SAINTE-EULALIE,"10,35",14022,46,,,,,,,0
