Date,Campaign name,Cost (EUR),Impressions,Clicks (all),Post reactions,Post comments,Post shares,Post Saves,Page likes,Three-second video views,Engagement
2025-08-04,BODYHOUSE_TRAFIC_IG_Ville_VALENCE,"14,02",4382,232,26,,,1,,1724,27
2025-08-04,BODYHOUSE_TRAFIC_IG_Ville_VILLEFRANCHE,"10,51",2815,212,9,,,,,1011,9
2025-08-04,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"3,87",9601,41,,,,,,,0
2025-08-04,BODYHOUSE_Trafic_IG_National,"32,56",12067,1475,248,3,1,4,5,6000,256
2025-08-05,BODYHOUSE_Engagement_IG_Ville_AUBIERE,"20,66",6180,49,23,1,,2,,3625,26
2025-08-05,BODYHOUSE_Engagement_IG_Ville_BIGANOS,"7,43",2450,12,7,,,1,,1321,8
2025-08-05,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"12,25",2999,21,8,,,,,1528,8
2025-08-05,BODYHOUSE_Engagment_IG_Ville_CHAMBERY,"11,91",2972,21,2,,,,,1205,2
2025-08-05,BODYHOUSE_Engagment_IG_Ville_NÎMES,"16,03",5274,53,25,,,1,,3133,26
2025-08-05,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"16,01",5871,45,20,,,,,3074,20
2025-08-05,BODYHOUSE_Engagment_IG_Ville_SALAISE,"10,69",3314,25,9,,,,,1526,9
2025-08-05,BODYHOUSE_Engagment_META_Ville_AVIGNON(SUD),"10,16",6720,185,19,1,,,,3369,20
2025-08-05,BODYHOUSE_Engagment_META_Ville_GRENOBLE,"11,21",5980,161,14,,1,,,2276,15
2025-08-05,BODYHOUSE_Engagment_META_Ville_LYON,"10,18",8055,145,32,,,1,,5027,33
2025-08-05,BODYHOUSE_Engagment_META_Ville_Montelimar,"9,12",4604,150,8,,,,1,1547,8
2025-08-05,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"3,17",4875,8,,,,,,165,0
2025-08-05,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"10,27",12956,18,3,,,,1,652,3
2025-08-05,BODYHOUSE_Notoriety_FB_Ville_NÎMES,"6,68",12967,29,5,,,,,,5
2025-08-05,BODYHOUSE_Notoriety_META_Ville_SALAISE,"4,24",5008,12,,,,,1,889,0
2025-08-05,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"6,55",8389,26,5,,,,,908,5
2025-08-05,BODYHOUSE_TRAFIC_IG_Ville_AUBIÈRE,"12,24",3124,189,12,1,,,1,1077,13
2025-08-05,BODYHOUSE_TRAFIC_IG_Ville_AVIGNON (NORD&SUD),"7,94",2055,151,19,,,,,821,19
2025-08-05,BODYHOUSE_TRAFIC_IG_Ville_BIGANOS,"10,5",2234,146,4,,,,,670,4
2025-08-05,BODYHOUSE_TRAFIC_IG_Ville_CHAMBERY,"12,6",3014,260,5,,,1,,1150,6
2025-08-05,BODYHOUSE_TRAFIC_IG_Ville_GRENOBLE,"10,79",2430,171,23,,1,1,,981,25
2025-08-05,BODYHOUSE_TRAFIC_IG_Ville_LYON,"11,05",2703,251,31,1,,,3,1161,32
2025-08-05,BODYHOUSE_TRAFIC_IG_Ville_MONTELIMAR,"11,57",2568,119,16,1,,,,980,17
2025-08-05,BODYHOUSE_TRAFIC_IG_Ville_NÎMES,"9,44",2134,177,17,,,,2,787,17
2025-08-05,BODYHOUSE_TRAFIC_IG_Ville_SAINTE-EULALIE,"13,08",2378,86,1,,,,,739,1
2025-08-05,BODYHOUSE_TRAFIC_IG_Ville_SALAISE,"10,46",2639,134,8,,,1,,829,9
2025-08-05,BODYHOUSE_TRAFIC_IG_Ville_VALENCE,"11,33",3132,149,12,,,,1,1139,12
2025-08-05,BODYHOUSE_TRAFIC_IG_Ville_VILLEFRANCHE,"9,72",2457,210,8,,,2,,891,10
2025-08-05,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"4,09",8282,36,1,,,,,,1
2025-08-05,BODYHOUSE_Trafic_IG_National,"28,32",8877,958,151,2,1,2,4,3894,156
2025-08-06,BODYHOUSE_Engagement_IG_Ville_AUBIERE,"21,05",6455,76,35,,,,,4172,35
2025-08-06,BODYHOUSE_Engagement_IG_Ville_BIGANOS,"11,93",1534,32,69,,,3,,,72
2025-08-06,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"15,1",3272,36,8,,,,,1581,8
2025-08-06,BODYHOUSE_Engagment_IG_Ville_CHAMBERY,19,3011,51,45,,,4,,,49
2025-08-06,BODYHOUSE_Engagment_IG_Ville_NÎMES,"12,98",5032,91,18,,,,,2701,18
2025-08-06,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"20,23",6152,44,25,,,,,2632,25
2025-08-06,BODYHOUSE_Engagment_IG_Ville_SALAISE,"9,84",2705,45,7,,,,,1106,7
2025-08-06,BODYHOUSE_Engagment_META_Ville_AVIGNON(SUD),"7,03",4700,132,19,1,,,,2282,20
2025-08-06,BODYHOUSE_Engagment_META_Ville_GRENOBLE,"7,74",4086,121,15,,,,,1509,15
2025-08-06,BODYHOUSE_Engagment_META_Ville_LYON,"7,1",5582,96,25,,2,,,3428,27
2025-08-06,BODYHOUSE_Engagment_META_Ville_Montelimar,"9,8",4785,170,5,,,,,1639,5
2025-08-06,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"2,72",4123,4,,,,,,7,0
2025-08-06,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"8,01",10024,14,2,,,,,608,2
2025-08-06,BODYHOUSE_Notoriety_FB_Ville_NÎMES,"5,56",10969,15,2,,,,,,2
2025-08-06,BODYHOUSE_Notoriety_META_Ville_SALAISE,"3,49",4087,17,3,,,,,670,3
2025-08-06,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"6,85",8586,13,2,,,,,941,2
2025-08-06,BODYHOUSE_TRAFIC_IG_Ville_AUBIÈRE,"13,99",3294,210,13,,,,,1164,13
2025-08-06,BODYHOUSE_TRAFIC_IG_Ville_AVIGNON (NORD&SUD),"7,57",1985,130,21,1,,1,1,818,23
2025-08-06,BODYHOUSE_TRAFIC_IG_Ville_BIGANOS,"9,47",1967,129,5,,,,,644,5
2025-08-06,BODYHOUSE_TRAFIC_IG_Ville_CHAMBERY,"12,67",2977,240,9,,,1,,1069,10
2025-08-06,BODYHOUSE_TRAFIC_IG_Ville_GRENOBLE,"10,13",2444,154,17,,,1,,946,18
2025-08-06,BODYHOUSE_TRAFIC_IG_Ville_LYON,"10,13",2373,257,20,,,2,,1049,22
2025-08-06,BODYHOUSE_TRAFIC_IG_Ville_MONTELIMAR,"12,18",2614,139,17,,,1,,1051,18
2025-08-06,BODYHOUSE_TRAFIC_IG_Ville_NÎMES,"7,98",1995,137,4,,,1,,741,5
2025-08-06,BODYHOUSE_TRAFIC_IG_Ville_SAINTE-EULALIE,"13,27",2351,100,5,1,,,,797,6
2025-08-06,BODYHOUSE_TRAFIC_IG_Ville_SALAISE,"8,25",2102,106,2,,,,,701,2
2025-08-06,BODYHOUSE_TRAFIC_IG_Ville_VALENCE,"12,98",3328,224,17,,,2,,1312,19
2025-08-06,BODYHOUSE_TRAFIC_IG_Ville_VILLEFRANCHE,"10,53",2682,230,3,,,,,968,3
2025-08-06,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"3,27",6693,27,,,,,,,0
2025-08-06,BODYHOUSE_Trafic_IG_National,"31,08",8946,961,134,,,7,2,3384,141
2025-08-07,BODYHOUSE_Engagement_IG_Ville_AUBIERE,"19,55",6642,89,26,,,,,4152,26
2025-08-07,BODYHOUSE_Engagement_IG_Ville_BIGANOS,"12,75",1999,65,44,,,3,,,47
2025-08-07,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"12,32",2504,20,5,,,,,1143,5
2025-08-07,BODYHOUSE_Engagment_IG_Ville_CHAMBERY,"18,72",3135,70,24,,,1,,,25
2025-08-07,BODYHOUSE_Engagment_IG_Ville_NÎMES,"16,4",6060,93,18,,,,,3103,18
2025-08-07,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"18,58",5947,68,12,,,,,2768,12
2025-08-07,BODYHOUSE_Engagment_IG_Ville_SALAISE,"14,44",4049,67,15,,,1,,1564,16
2025-08-07,BODYHOUSE_Engagment_META_Ville_AVIGNON(SUD),"10,09",6804,197,15,,,1,1,3382,16
2025-08-07,BODYHOUSE_Engagment_META_Ville_GRENOBLE,"12,17",6121,201,16,1,,,,2262,17
2025-08-07,BODYHOUSE_Engagment_META_Ville_LYON,"10,52",7856,157,29,1,,1,,4757,31
2025-08-07,BODYHOUSE_Engagment_META_Ville_Montelimar,"9,94",5171,177,2,,,,1,1709,2
2025-08-07,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"3,2",4689,5,1,,,,,14,1
2025-08-07,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"9,72",12143,5,,,,,,452,0
2025-08-07,BODYHOUSE_Notoriety_FB_Ville_NÎMES,"6,53",12542,8,1,,,,,,1
2025-08-07,BODYHOUSE_Notoriety_META_Ville_SALAISE,"4,15",4917,24,2,,,,,884,2
2025-08-07,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"6,46",7998,11,,,,,,901,0
2025-08-07,BODYHOUSE_TRAFIC_IG_Ville_AUBIÈRE,"12,58",3145,183,8,1,,,,1075,9
2025-08-07,BODYHOUSE_TRAFIC_IG_Ville_AVIGNON (NORD&SUD),"8,14",2314,194,36,,,1,1,944,37
2025-08-07,BODYHOUSE_TRAFIC_IG_Ville_BIGANOS,"9,36",1917,129,5,1,,,,597,6
2025-08-07,BODYHOUSE_TRAFIC_IG_Ville_CHAMBERY,"11,98",2876,218,3,,,,,997,3
2025-08-07,BODYHOUSE_TRAFIC_IG_Ville_GRENOBLE,"10,8",2747,241,38,,,2,1,1091,40
2025-08-07,BODYHOUSE_TRAFIC_IG_Ville_LYON,"10,77",2940,317,48,1,,2,3,1265,51
2025-08-07,BODYHOUSE_TRAFIC_IG_Ville_MONTELIMAR,"12,55",2510,155,15,,,1,,983,16
2025-08-07,BODYHOUSE_TRAFIC_IG_Ville_NÎMES,"8,65",2305,153,8,,,,,729,8
2025-08-07,BODYHOUSE_TRAFIC_IG_Ville_SAINTE-EULALIE,"12,01",2231,103,4,,,1,,747,5
2025-08-07,BODYHOUSE_TRAFIC_IG_Ville_SALAISE,"9,28",2301,102,9,,,,,721,9
2025-08-07,BODYHOUSE_TRAFIC_IG_Ville_VALENCE,"12,45",3297,232,44,,,,1,1319,44
2025-08-07,BODYHOUSE_TRAFIC_IG_Ville_VILLEFRANCHE,"9,27",2478,160,5,,,,,849,5
2025-08-07,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"3,68",5655,44,2,,,,,,2
2025-08-07,BODYHOUSE_Trafic_IG_National,"30,02",9316,938,201,,1,7,3,3554,209
2025-08-08,BODYHOUSE_Engagement_IG_Ville_AUBIERE,"17,9",6168,82,35,,,,,3825,35
2025-08-08,BODYHOUSE_Engagement_IG_Ville_BIGANOS,"13,54",2419,60,38,,,4,,,42
2025-08-08,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"12,98",2594,28,3,,,1,,1287,4
2025-08-08,BODYHOUSE_Engagment_IG_Ville_CHAMBERY,"20,52",3751,93,19,,,,,,19
2025-08-08,BODYHOUSE_Engagment_IG_Ville_NÎMES,"15,51",5536,77,18,,,2,,2887,20
2025-08-08,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"19,66",6451,51,16,1,,,,2818,17
2025-08-08,BODYHOUSE_Engagment_IG_Ville_SALAISE,"13,24",3795,58,17,,,3,,1426,20
2025-08-08,BODYHOUSE_Engagment_META_Ville_AVIGNON(SUD),"10,07",6688,122,17,1,,,,3039,18
2025-08-08,BODYHOUSE_Engagment_META_Ville_GRENOBLE,"11,08",5709,157,14,1,,,3,2014,15
2025-08-08,BODYHOUSE_Engagment_META_Ville_LYON,"10,08",7483,131,19,,,,3,4507,19
2025-08-08,BODYHOUSE_Engagment_META_Ville_Montelimar,"9,69",4874,162,10,1,,,,1588,11
2025-08-08,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"4,12",5913,14,2,,,,,55,2
2025-08-08,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"9,62",12021,15,2,,,,,560,2
2025-08-08,BODYHOUSE_Notoriety_FB_Ville_NÎMES,"6,47",12449,15,4,,,,,,4
2025-08-08,BODYHOUSE_Notoriety_META_Ville_SALAISE,"4,54",5088,21,2,,,,,957,2
2025-08-08,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"6,46",7894,15,3,,,,,848,3
2025-08-08,BODYHOUSE_TRAFIC_IG_Ville_AUBIÈRE,"12,14",3078,185,17,,,,,992,17
2025-08-08,BODYHOUSE_TRAFIC_IG_Ville_AVIGNON (NORD&SUD),"9,12",2281,172,35,,,,1,956,35
2025-08-08,BODYHOUSE_TRAFIC_IG_Ville_BIGANOS,"9,13",1842,106,4,,,1,,638,5
2025-08-08,BODYHOUSE_TRAFIC_IG_Ville_CHAMBERY,"12,8",3016,209,6,,,,,1047,6
2025-08-08,BODYHOUSE_TRAFIC_IG_Ville_GRENOBLE,"11,92",2732,240,22,1,1,1,1,1133,25
2025-08-08,BODYHOUSE_TRAFIC_IG_Ville_LYON,"11,93",3239,323,39,1,,,1,1388,40
2025-08-08,BODYHOUSE_TRAFIC_IG_Ville_MONTELIMAR,"11,45",2004,144,15,1,,,,736,16
2025-08-08,BODYHOUSE_TRAFIC_IG_Ville_NÎMES,"10,64",2572,167,12,,,,1,878,12
2025-08-08,BODYHOUSE_TRAFIC_IG_Ville_SAINTE-EULALIE,"13,24",2558,74,3,,,,,824,3
2025-08-08,BODYHOUSE_TRAFIC_IG_Ville_SALAISE,"10,29",2562,100,6,,,1,1,765,7
2025-08-08,BODYHOUSE_TRAFIC_IG_Ville_VALENCE,"11,29",2639,194,28,,,,,1048,28
2025-08-08,BODYHOUSE_TRAFIC_IG_Ville_VILLEFRANCHE,"8,94",2298,150,9,,,,,771,9
2025-08-08,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"4,42",8947,40,1,,,,,,1
2025-08-08,BODYHOUSE_Trafic_IG_National,"28,03",8200,837,122,,,2,3,2842,124
2025-08-09,BODYHOUSE_Engagement_IG_Ville_AUBIERE,"19,57",6897,94,30,,,,,4158,30
2025-08-09,BODYHOUSE_Engagement_IG_Ville_BIGANOS,"13,59",2048,50,46,,,3,,,49
2025-08-09,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"14,67",3416,31,1,1,,,,1667,2
2025-08-09,BODYHOUSE_Engagment_IG_Ville_CHAMBERY,"19,82",3583,74,25,,,3,,,28
2025-08-09,BODYHOUSE_Engagment_IG_Ville_NÎMES,"16,8",5826,76,24,1,,3,,3062,28
2025-08-09,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"19,9",6300,57,20,,,,,2708,20
2025-08-09,BODYHOUSE_Engagment_IG_Ville_SALAISE,"14,18",3967,62,14,,,,,1577,14
2025-08-09,BODYHOUSE_Engagment_META_Ville_AVIGNON(SUD),"10,69",6899,170,19,,,1,1,3113,20
2025-08-09,BODYHOUSE_Engagment_META_Ville_GRENOBLE,"11,7",5338,150,16,,,,1,1896,16
2025-08-09,BODYHOUSE_Engagment_META_Ville_LYON,"10,65",7788,124,23,1,,,2,4765,24
2025-08-09,BODYHOUSE_Engagment_META_Ville_Montelimar,"10,13",5102,217,7,1,,,,1613,8
2025-08-09,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"3,55",5062,6,1,,,,,11,1
2025-08-09,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"10,18",12637,7,2,,,,,684,2
2025-08-09,BODYHOUSE_Notoriety_FB_Ville_NÎMES,"7,04",13681,14,5,,,,,,5
2025-08-09,BODYHOUSE_Notoriety_META_Ville_SALAISE,"4,65",5244,38,4,,,,,1057,4
2025-08-09,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"6,8",8220,12,5,,,,,930,5
2025-08-09,BODYHOUSE_TRAFIC_IG_Ville_AUBIÈRE,"13,34",3117,160,8,,,,,1005,8
2025-08-09,BODYHOUSE_TRAFIC_IG_Ville_AVIGNON (NORD&SUD),"9,66",2458,207,43,,,,1,999,43
2025-08-09,BODYHOUSE_TRAFIC_IG_Ville_BIGANOS,"10,02",1955,149,2,,,,,657,2
2025-08-09,BODYHOUSE_TRAFIC_IG_Ville_CHAMBERY,"12,23",2726,187,4,,,1,,949,5
2025-08-09,BODYHOUSE_TRAFIC_IG_Ville_GRENOBLE,"12,58",2871,213,27,,,,4,1087,27
2025-08-09,BODYHOUSE_TRAFIC_IG_Ville_LYON,"12,98",3369,391,68,2,,2,,1416,72
2025-08-09,BODYHOUSE_TRAFIC_IG_Ville_MONTELIMAR,"12,73",2124,151,19,,,2,,854,21
2025-08-09,BODYHOUSE_TRAFIC_IG_Ville_NÎMES,"9,74",2257,126,10,,,,1,713,10
2025-08-09,BODYHOUSE_TRAFIC_IG_Ville_SAINTE-EULALIE,"13,08",2418,99,3,,,,,748,3
2025-08-09,BODYHOUSE_TRAFIC_IG_Ville_SALAISE,"10,44",2655,108,8,,,1,2,830,9
2025-08-09,BODYHOUSE_TRAFIC_IG_Ville_VALENCE,"12,54",2803,198,43,,,,,1079,43
2025-08-09,BODYHOUSE_TRAFIC_IG_Ville_VILLEFRANCHE,"9,76",2428,161,5,,,2,,787,7
2025-08-09,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"4,05",5164,29,,,,,,,0
2025-08-09,BODYHOUSE_Trafic_IG_National,"31,86",9116,916,171,4,1,4,4,2738,180
2025-08-10,BODYHOUSE_Engagement_IG_Ville_AUBIERE,"19,51",7172,111,28,,,,,4236,28
2025-08-10,BODYHOUSE_Engagement_IG_Ville_BIGANOS,"14,94",2230,53,60,,,4,,,64
2025-08-10,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"13,14",3023,26,3,,,,,1470,3
2025-08-10,BODYHOUSE_Engagment_IG_Ville_CHAMBERY,"20,36",3679,82,17,,,,,,17
2025-08-10,BODYHOUSE_Engagment_IG_Ville_NÎMES,"17,19",6202,107,13,1,,,,3278,14
2025-08-10,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"20,07",6357,63,17,,,,,2828,17
2025-08-10,BODYHOUSE_Engagment_IG_Ville_SALAISE,"14,76",4292,44,6,,,,,1750,6
2025-08-10,BODYHOUSE_Engagment_META_Ville_AVIGNON(SUD),"11,07",7159,175,16,,,1,3,3303,17
2025-08-10,BODYHOUSE_Engagment_META_Ville_GRENOBLE,"12,24",6161,158,14,,,,,2181,14
2025-08-10,BODYHOUSE_Engagment_META_Ville_LYON,"10,99",8266,131,19,,,,,4894,19
2025-08-10,BODYHOUSE_Engagment_META_Ville_Montelimar,"9,8",5000,178,9,,,,2,1572,9
2025-08-10,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"3,45",5186,4,,,,,,168,0
2025-08-10,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"10,67",13472,17,1,,,,,871,1
2025-08-10,BODYHOUSE_Notoriety_FB_Ville_NÎMES,"7,2",14835,30,4,,,,1,,4
2025-08-10,BODYHOUSE_Notoriety_META_Ville_SALAISE,"4,63",5588,32,3,,,,,1027,3
2025-08-10,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"7,14",8826,11,,,,,,997,0
2025-08-10,BODYHOUSE_TRAFIC_IG_Ville_AUBIÈRE,"13,32",3243,152,9,1,,1,,1062,11
2025-08-10,BODYHOUSE_TRAFIC_IG_Ville_AVIGNON (NORD&SUD),"11,09",3026,250,51,,,1,,1228,52
2025-08-10,BODYHOUSE_TRAFIC_IG_Ville_BIGANOS,"10,4",2169,127,4,,,1,,677,5
2025-08-10,BODYHOUSE_TRAFIC_IG_Ville_CHAMBERY,"13,74",3194,213,7,,,,,1110,7
2025-08-10,BODYHOUSE_TRAFIC_IG_Ville_GRENOBLE,"14,63",3413,229,38,,,1,,1304,39
2025-08-10,BODYHOUSE_TRAFIC_IG_Ville_LYON,"14,37",3914,378,70,,,2,,1573,72
2025-08-10,BODYHOUSE_TRAFIC_IG_Ville_MONTELIMAR,"14,07",2572,162,17,,,1,,992,18
2025-08-10,BODYHOUSE_TRAFIC_IG_Ville_NÎMES,"10,59",2533,151,7,,,1,,798,8
2025-08-10,BODYHOUSE_TRAFIC_IG_Ville_SAINTE-EULALIE,"13,94",2555,89,4,,,,,770,4
2025-08-10,BODYHOUSE_TRAFIC_IG_Ville_SALAISE,"11,34",2983,114,22,,,,,880,22
2025-08-10,BODYHOUSE_TRAFIC_IG_Ville_VALENCE,"14,27",3252,185,39,,,1,,1180,40
2025-08-10,BODYHOUSE_TRAFIC_IG_Ville_VILLEFRANCHE,"10,12",2634,150,7,1,,1,,865,9
2025-08-10,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"3,52",7488,35,,,,,,,0
2025-08-10,BODYHOUSE_Trafic_IG_National,"33,89",9747,977,206,1,3,2,3,2679,212
2025-08-11,BODYHOUSE_Engagement_IG_Ville_AUBIERE,"18,31",6454,90,18,,,,,3741,18
2025-08-11,BODYHOUSE_Engagement_IG_Ville_BIGANOS,"13,34",1939,30,64,,,1,,,65
2025-08-11,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"13,18",2942,20,1,,,,,1467,1
2025-08-11,BODYHOUSE_Engagment_IG_Ville_CHAMBERY,"20,56",3729,71,25,,,1,,,26
2025-08-11,BODYHOUSE_Engagment_IG_Ville_NÎMES,"15,98",6021,126,16,,,,,2971,16
2025-08-11,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"20,65",7099,82,16,1,,,,3036,17
2025-08-11,BODYHOUSE_Engagment_IG_Ville_SALAISE,"13,91",4185,46,4,,,3,,1766,7
2025-08-11,BODYHOUSE_Engagment_META_Ville_AVIGNON(SUD),"10,28",6983,155,16,,1,,,3304,17
2025-08-11,BODYHOUSE_Engagment_META_Ville_GRENOBLE,"11,89",6401,156,9,,,,1,2349,9
2025-08-11,BODYHOUSE_Engagment_META_Ville_LYON,"10,35",8336,127,21,,,1,,5085,22
2025-08-11,BODYHOUSE_Engagment_META_Ville_Montelimar,"10,34",5514,185,7,,,,1,1598,7
2025-08-11,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"3,43",5332,3,,,,,,111,0
2025-08-11,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"9,91",13248,14,1,,,,,787,1
2025-08-11,BODYHOUSE_Notoriety_FB_Ville_NÎMES,"6,73",14862,14,3,,,,,,3
2025-08-11,BODYHOUSE_Notoriety_META_Ville_SALAISE,"4,35",5294,26,2,,,,,1048,2
2025-08-11,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"6,69",8670,14,4,,,,,953,4
2025-08-11,BODYHOUSE_TRAFIC_IG_Ville_AUBIÈRE,"13,3",3353,156,13,,,,1,983,13
2025-08-11,BODYHOUSE_TRAFIC_IG_Ville_AVIGNON (NORD&SUD),"9,86",2728,197,41,,,2,,1133,43
2025-08-11,BODYHOUSE_TRAFIC_IG_Ville_BIGANOS,"9,62",2069,128,1,,,1,,684,2
2025-08-11,BODYHOUSE_TRAFIC_IG_Ville_CHAMBERY,"13,39",3187,170,5,,,,,999,5
2025-08-11,BODYHOUSE_TRAFIC_IG_Ville_GRENOBLE,"13,21",3144,210,44,,,1,1,1257,45
2025-08-11,BODYHOUSE_TRAFIC_IG_Ville_LYON,"13,19",3602,382,71,,1,4,2,1525,76
2025-08-11,BODYHOUSE_TRAFIC_IG_Ville_MONTELIMAR,"13,33",2498,159,20,,,2,,976,22
2025-08-11,BODYHOUSE_TRAFIC_IG_Ville_NÎMES,"10,23",2655,147,12,,,,1,797,12
2025-08-11,BODYHOUSE_TRAFIC_IG_Ville_SAINTE-EULALIE,"13,34",2575,90,6,,,,,756,6
2025-08-11,BODYHOUSE_TRAFIC_IG_Ville_SALAISE,"10,79",2913,122,7,1,,,,849,8
2025-08-11,BODYHOUSE_TRAFIC_IG_Ville_VALENCE,"13,68",3234,202,33,,,,,1173,33
2025-08-11,BODYHOUSE_TRAFIC_IG_Ville_VILLEFRANCHE,"9,93",2596,171,6,,,,,821,6
2025-08-11,BODYHOUSE_Traffic_FB_ville_AVIGNON(NORD),"3,97",7468,37,,,,,,,0
2025-08-11,BODYHOUSE_Trafic_IG_National,"33,54",9888,937,143,1,3,4,4,2738,151
2025-08-12,BODYHOUSE_Engagement_IG_Ville_AUBIERE,"12,87",4641,61,24,,,,,2594,24
2025-08-12,BODYHOUSE_Engagement_IG_Ville_BIGANOS,"13,3",1860,36,74,1,,4,,,79
2025-08-12,BODYHOUSE_Engagement_IG_Ville_VILLEFRANCHE,"10,82",2458,27,6,,,,,1149,6
2025-08-12,BODYHOUSE_Engagment_IG_Ville_CHAMBERY,"34,72",6059,69,14,,,,,872,14
2025-08-12,BODYHOUSE_Engagment_IG_Ville_NÎMES,"18,14",6037,81,49,,,1,,3532,50
2025-08-12,BODYHOUSE_Engagment_IG_Ville_SAINTE-EULALIE,"19,71",6603,65,13,,,,,3295,13
2025-08-12,BODYHOUSE_Engagment_IG_Ville_SALAISE,"17,47",5653,77,32,,,,,3604,32
2025-08-12,BODYHOUSE_Engagment_META_Ville_AVIGNON(SUD),"10,04",6687,144,22,2,,,1,3065,24
2025-08-12,BODYHOUSE_Engagment_META_Ville_GRENOBLE,"10,99",5698,144,13,,,,,2125,13
2025-08-12,BODYHOUSE_Engagment_META_Ville_LYON,"9,96",7828,115,22,2,,1,2,4800,25
2025-08-12,BODYHOUSE_Engagment_META_Ville_Montelimar,"9,49",5129,196,4,1,,1,,1641,6
2025-08-12,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(NORD),"3,17",5074,8,2,,,,,103,2
2025-08-12,BODYHOUSE_Notoriety_FB_Ville_AVIGNON(SUD),"9,68",12722,10,1,,,,,745,1
2025-08-12,BODYHOUSE_Notoriety_FB_Ville_NÎMES,"6,6",14062,17,3,,,1,,,4
2025-08-12,BODYHOUSE_Notoriety_META_Ville_SALAISE,"4,02",4799,25,2,,,,,845,2
2025-08-12,BODYHOUSE_Notoriety_META_Ville_VILLEFRANCHE,"6,4",8311,16,4,,,,,931,4
2025-08-12,BODYHOUSE_TRAFIC_IG_Ville_AUBIÈRE,"13,4",3479,180,10,1,,,,1088,11
2025-08-12,BODYHOUSE_TRAFIC_IG_Ville_AVIGNON (NORD&SUD),"9,31",2309,184,38,,,1,,965,39
2025-08-12,BODYHOUSE_TRAFIC_IG_Ville_BIGANOS,"9,74",2060,138,5,,,,,631,5
2025-08-12,BODYHOUSE_TRAFIC_IG_Ville_CHAMBERY,"12,5",3100,197,5,,,,,1064,5
2025-08-12,BODYHOUSE_TRAFIC_IG_Ville_GRENOBLE,"12,25",3080,216,45,,,,,1176,45
2025-08-12,BODYHOUSE_TRAFIC_IG_Ville_LYON,"12,75",3548,343,70,,,1,,1484,71
2025-08-12,BODYHOUSE_TRAFIC_IG_Ville_MONTELIMAR,"11,68",2051,122,16,1,,,,787,17
2025-08-12,BODYHOUSE_TRAFIC_IG_Ville_NÎMES,"9,3",2427,128,11,,,,,794,11
2025-08-12,BODYHOUSE_TRAFIC_IG_Ville_SAINTE-EULALIE,"13,64",2632,94,7,,,1,,768,8
2025-08-12,BODYHOUSE_TRAFIC_IG_Ville_SALAISE,"9,72",2744,87,15,,,,2,840,15
